year,lake,species,grand_total,comments,region,values
1955,Erie,Blue Pike,19685.0,,Michigan (MI),
1955,Erie,Blue Pike,19685.0,,New York (NY),1634.0
1955,Erie,Blue Pike,19685.0,,Ohio (OH),3679.0
1955,Erie,Blue Pike,19685.0,,Pennsylvania (PA),2335.0
1955,Erie,Blue Pike,19685.0,,U.S. Total,7648.0
1955,Erie,Blue Pike,19685.0,,Canada (ONT),12037.0
1956,Erie,Blue Pike,18857.0,,Michigan (MI),
1956,Erie,Blue Pike,18857.0,,New York (NY),921.0
1956,Erie,Blue Pike,18857.0,,Ohio (OH),4703.0
1956,Erie,Blue Pike,18857.0,,Pennsylvania (PA),1231.0
1956,Erie,Blue Pike,18857.0,,U.S. Total,6855.0
1956,Erie,Blue Pike,18857.0,,Canada (ONT),12002.0
1957,Erie,Blue Pike,10370.0,,Michigan (MI),
1957,Erie,Blue Pike,10370.0,,New York (NY),437.0
1957,Erie,Blue Pike,10370.0,,Ohio (OH),2915.0
1957,Erie,Blue Pike,10370.0,,Pennsylvania (PA),629.0
1957,Erie,Blue Pike,10370.0,,U.S. Total,3981.0
1957,Erie,Blue Pike,10370.0,,Canada (ONT),6389.0
1958,Erie,Blue Pike,1400.0,,Michigan (MI),
1958,Erie,Blue Pike,1400.0,,New York (NY),136.0
1958,Erie,Blue Pike,1400.0,,Ohio (OH),366.0
1958,Erie,Blue Pike,1400.0,,Pennsylvania (PA),74.0
1958,Erie,Blue Pike,1400.0,,U.S. Total,576.0
1958,Erie,Blue Pike,1400.0,,Canada (ONT),824.0
1959,Erie,Blue Pike,79.0,,Michigan (MI),
1959,Erie,Blue Pike,79.0,,New York (NY),7.0
1959,Erie,Blue Pike,79.0,,Ohio (OH),20.0
1959,Erie,Blue Pike,79.0,,Pennsylvania (PA),5.0
1959,Erie,Blue Pike,79.0,,U.S. Total,32.0
1959,Erie,Blue Pike,79.0,,Canada (ONT),47.0
1960,Erie,Blue Pike,11.0,,Michigan (MI),
1960,Erie,Blue Pike,11.0,,New York (NY),0.0
1960,Erie,Blue Pike,11.0,,Ohio (OH),7.0
1960,Erie,Blue Pike,11.0,,Pennsylvania (PA),0.0
1960,Erie,Blue Pike,11.0,,U.S. Total,7.0
1960,Erie,Blue Pike,11.0,,Canada (ONT),4.0
1961,Erie,Blue Pike,2.0,,Michigan (MI),
1961,Erie,Blue Pike,2.0,,New York (NY),0.0
1961,Erie,Blue Pike,2.0,,Ohio (OH),2.0
1961,Erie,Blue Pike,2.0,,Pennsylvania (PA),0.0
1961,Erie,Blue Pike,2.0,,U.S. Total,2.0
1961,Erie,Blue Pike,2.0,,Canada (ONT),0.0
1962,Erie,Blue Pike,1.0,,Michigan (MI),
1962,Erie,Blue Pike,1.0,,New York (NY),0.0
1962,Erie,Blue Pike,1.0,,Ohio (OH),0.0
1962,Erie,Blue Pike,1.0,,Pennsylvania (PA),1.0
1962,Erie,Blue Pike,1.0,,U.S. Total,1.0
1962,Erie,Blue Pike,1.0,,Canada (ONT),0.0
1963,Erie,Blue Pike,0.0,,Michigan (MI),
1963,Erie,Blue Pike,0.0,,New York (NY),0.0
1963,Erie,Blue Pike,0.0,,Ohio (OH),0.0
1963,Erie,Blue Pike,0.0,,Pennsylvania (PA),0.0
1963,Erie,Blue Pike,0.0,,U.S. Total,0.0
1963,Erie,Blue Pike,0.0,,Canada (ONT),0.0
1964,Erie,Blue Pike,0.0,,Michigan (MI),
1964,Erie,Blue Pike,0.0,,New York (NY),0.0
1964,Erie,Blue Pike,0.0,,Ohio (OH),0.0
1964,Erie,Blue Pike,0.0,,Pennsylvania (PA),0.0
1964,Erie,Blue Pike,0.0,,U.S. Total,0.0
1964,Erie,Blue Pike,0.0,,Canada (ONT),0.0
1965,Erie,Blue Pike,0.0,,Michigan (MI),
1965,Erie,Blue Pike,0.0,,New York (NY),
1965,Erie,Blue Pike,0.0,,Ohio (OH),0.0
1965,Erie,Blue Pike,0.0,,Pennsylvania (PA),
1965,Erie,Blue Pike,0.0,,U.S. Total,0.0
1965,Erie,Blue Pike,0.0,,Canada (ONT),
1966,Erie,Blue Pike,0.0,,Michigan (MI),
1966,Erie,Blue Pike,0.0,,New York (NY),
1966,Erie,Blue Pike,0.0,,Ohio (OH),0.0
1966,Erie,Blue Pike,0.0,,Pennsylvania (PA),0.0
1966,Erie,Blue Pike,0.0,,U.S. Total,0.0
1966,Erie,Blue Pike,0.0,,Canada (ONT),
1967,Erie,Blue Pike,0.0,OH:Fishery closed.,Michigan (MI),
1967,Erie,Blue Pike,0.0,OH:Fishery closed.,New York (NY),0.0
1967,Erie,Blue Pike,0.0,OH:Fishery closed.,Ohio (OH),0.0
1967,Erie,Blue Pike,0.0,OH:Fishery closed.,Pennsylvania (PA),0.0
1967,Erie,Blue Pike,0.0,OH:Fishery closed.,U.S. Total,0.0
1967,Erie,Blue Pike,0.0,OH:Fishery closed.,Canada (ONT),
1968,Erie,Blue Pike,0.0,,Michigan (MI),
1968,Erie,Blue Pike,0.0,,New York (NY),0.0
1968,Erie,Blue Pike,0.0,,Ohio (OH),
1968,Erie,Blue Pike,0.0,,Pennsylvania (PA),0.0
1968,Erie,Blue Pike,0.0,,U.S. Total,0.0
1968,Erie,Blue Pike,0.0,,Canada (ONT),
1969,Erie,Blue Pike,0.0,,Michigan (MI),
1969,Erie,Blue Pike,0.0,,New York (NY),0.0
1969,Erie,Blue Pike,0.0,,Ohio (OH),
1969,Erie,Blue Pike,0.0,,Pennsylvania (PA),0.0
1969,Erie,Blue Pike,0.0,,U.S. Total,0.0
1969,Erie,Blue Pike,0.0,,Canada (ONT),
1970,Erie,Blue Pike,0.0,,Michigan (MI),
1970,Erie,Blue Pike,0.0,,New York (NY),0.0
1970,Erie,Blue Pike,0.0,,Ohio (OH),
1970,Erie,Blue Pike,0.0,,Pennsylvania (PA),0.0
1970,Erie,Blue Pike,0.0,,U.S. Total,0.0
1970,Erie,Blue Pike,0.0,,Canada (ONT),
1971,Erie,Blue Pike,0.0,,Michigan (MI),
1971,Erie,Blue Pike,0.0,,New York (NY),
1971,Erie,Blue Pike,0.0,,Ohio (OH),
1971,Erie,Blue Pike,0.0,,Pennsylvania (PA),0.0
1971,Erie,Blue Pike,0.0,,U.S. Total,0.0
1971,Erie,Blue Pike,0.0,,Canada (ONT),
1978,Erie,Bowfin,25.0,,Michigan (MI),0.0
1978,Erie,Bowfin,25.0,,New York (NY),0.0
1978,Erie,Bowfin,25.0,,Ohio (OH),0.0
1978,Erie,Bowfin,25.0,,Pennsylvania (PA),0.0
1978,Erie,Bowfin,25.0,,U.S. Total,0.0
1978,Erie,Bowfin,25.0,,Canada (ONT),25.0
1979,Erie,Bowfin,27.0,,Michigan (MI),0.0
1979,Erie,Bowfin,27.0,,New York (NY),0.0
1979,Erie,Bowfin,27.0,,Ohio (OH),0.0
1979,Erie,Bowfin,27.0,,Pennsylvania (PA),0.0
1979,Erie,Bowfin,27.0,,U.S. Total,0.0
1979,Erie,Bowfin,27.0,,Canada (ONT),27.0
1980,Erie,Bowfin,15.0,,Michigan (MI),0.0
1980,Erie,Bowfin,15.0,,New York (NY),0.0
1980,Erie,Bowfin,15.0,,Ohio (OH),0.0
1980,Erie,Bowfin,15.0,,Pennsylvania (PA),0.0
1980,Erie,Bowfin,15.0,,U.S. Total,0.0
1980,Erie,Bowfin,15.0,,Canada (ONT),15.0
1981,Erie,Bowfin,37.0,,Michigan (MI),0.0
1981,Erie,Bowfin,37.0,,New York (NY),0.0
1981,Erie,Bowfin,37.0,,Ohio (OH),0.0
1981,Erie,Bowfin,37.0,,Pennsylvania (PA),0.0
1981,Erie,Bowfin,37.0,,U.S. Total,0.0
1981,Erie,Bowfin,37.0,,Canada (ONT),37.0
1982,Erie,Bowfin,23.0,,Michigan (MI),0.0
1982,Erie,Bowfin,23.0,,New York (NY),0.0
1982,Erie,Bowfin,23.0,,Ohio (OH),0.0
1982,Erie,Bowfin,23.0,,Pennsylvania (PA),0.0
1982,Erie,Bowfin,23.0,,U.S. Total,0.0
1982,Erie,Bowfin,23.0,,Canada (ONT),23.0
1983,Erie,Bowfin,82.0,,Michigan (MI),0.0
1983,Erie,Bowfin,82.0,,New York (NY),0.0
1983,Erie,Bowfin,82.0,,Ohio (OH),0.0
1983,Erie,Bowfin,82.0,,Pennsylvania (PA),0.0
1983,Erie,Bowfin,82.0,,U.S. Total,0.0
1983,Erie,Bowfin,82.0,,Canada (ONT),82.0
1984,Erie,Bowfin,24.0,,Michigan (MI),0.0
1984,Erie,Bowfin,24.0,,New York (NY),0.0
1984,Erie,Bowfin,24.0,,Ohio (OH),0.0
1984,Erie,Bowfin,24.0,,Pennsylvania (PA),0.0
1984,Erie,Bowfin,24.0,,U.S. Total,0.0
1984,Erie,Bowfin,24.0,,Canada (ONT),24.0
1985,Erie,Bowfin,0.0,,Michigan (MI),0.0
1985,Erie,Bowfin,0.0,,New York (NY),0.0
1985,Erie,Bowfin,0.0,,Ohio (OH),0.0
1985,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1985,Erie,Bowfin,0.0,,U.S. Total,0.0
1985,Erie,Bowfin,0.0,,Canada (ONT),0.0
1986,Erie,Bowfin,0.0,,Michigan (MI),0.0
1986,Erie,Bowfin,0.0,,New York (NY),0.0
1986,Erie,Bowfin,0.0,,Ohio (OH),0.0
1986,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1986,Erie,Bowfin,0.0,,U.S. Total,0.0
1986,Erie,Bowfin,0.0,,Canada (ONT),0.0
1987,Erie,Bowfin,0.0,,Michigan (MI),0.0
1987,Erie,Bowfin,0.0,,New York (NY),0.0
1987,Erie,Bowfin,0.0,,Ohio (OH),0.0
1987,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1987,Erie,Bowfin,0.0,,U.S. Total,0.0
1987,Erie,Bowfin,0.0,,Canada (ONT),0.0
1988,Erie,Bowfin,0.0,,Michigan (MI),0.0
1988,Erie,Bowfin,0.0,,New York (NY),0.0
1988,Erie,Bowfin,0.0,,Ohio (OH),0.0
1988,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1988,Erie,Bowfin,0.0,,U.S. Total,0.0
1988,Erie,Bowfin,0.0,,Canada (ONT),0.0
1989,Erie,Bowfin,0.0,,Michigan (MI),0.0
1989,Erie,Bowfin,0.0,,New York (NY),0.0
1989,Erie,Bowfin,0.0,,Ohio (OH),0.0
1989,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1989,Erie,Bowfin,0.0,,U.S. Total,0.0
1989,Erie,Bowfin,0.0,,Canada (ONT),0.0
1990,Erie,Bowfin,12.0,,Michigan (MI),0.0
1990,Erie,Bowfin,12.0,,New York (NY),0.0
1990,Erie,Bowfin,12.0,,Ohio (OH),0.0
1990,Erie,Bowfin,12.0,,Pennsylvania (PA),0.0
1990,Erie,Bowfin,12.0,,U.S. Total,0.0
1990,Erie,Bowfin,12.0,,Canada (ONT),12.0
1991,Erie,Bowfin,0.0,,Michigan (MI),0.0
1991,Erie,Bowfin,0.0,,New York (NY),0.0
1991,Erie,Bowfin,0.0,,Ohio (OH),0.0
1991,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1991,Erie,Bowfin,0.0,,U.S. Total,0.0
1991,Erie,Bowfin,0.0,,Canada (ONT),0.0
1992,Erie,Bowfin,0.0,,Michigan (MI),0.0
1992,Erie,Bowfin,0.0,,New York (NY),0.0
1992,Erie,Bowfin,0.0,,Ohio (OH),0.0
1992,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1992,Erie,Bowfin,0.0,,U.S. Total,0.0
1992,Erie,Bowfin,0.0,,Canada (ONT),0.0
1993,Erie,Bowfin,0.0,,Michigan (MI),0.0
1993,Erie,Bowfin,0.0,,New York (NY),0.0
1993,Erie,Bowfin,0.0,,Ohio (OH),0.0
1993,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1993,Erie,Bowfin,0.0,,U.S. Total,0.0
1993,Erie,Bowfin,0.0,,Canada (ONT),0.0
1994,Erie,Bowfin,0.0,,Michigan (MI),0.0
1994,Erie,Bowfin,0.0,,New York (NY),0.0
1994,Erie,Bowfin,0.0,,Ohio (OH),0.0
1994,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1994,Erie,Bowfin,0.0,,U.S. Total,0.0
1994,Erie,Bowfin,0.0,,Canada (ONT),0.0
1995,Erie,Bowfin,0.0,,Michigan (MI),0.0
1995,Erie,Bowfin,0.0,,New York (NY),0.0
1995,Erie,Bowfin,0.0,,Ohio (OH),0.0
1995,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1995,Erie,Bowfin,0.0,,U.S. Total,0.0
1995,Erie,Bowfin,0.0,,Canada (ONT),0.0
1996,Erie,Bowfin,0.0,,Michigan (MI),0.0
1996,Erie,Bowfin,0.0,,New York (NY),0.0
1996,Erie,Bowfin,0.0,,Ohio (OH),0.0
1996,Erie,Bowfin,0.0,,Pennsylvania (PA),0.0
1996,Erie,Bowfin,0.0,,U.S. Total,0.0
1996,Erie,Bowfin,0.0,,Canada (ONT),0.0
1997,Erie,Bowfin,0.0,ONT: Data is Processor weight (thousands of pounds),Michigan (MI),0.0
1997,Erie,Bowfin,0.0,ONT: Data is Processor weight (thousands of pounds),New York (NY),0.0
1997,Erie,Bowfin,0.0,ONT: Data is Processor weight (thousands of pounds),Ohio (OH),0.0
1997,Erie,Bowfin,0.0,ONT: Data is Processor weight (thousands of pounds),Pennsylvania (PA),0.0
1997,Erie,Bowfin,0.0,ONT: Data is Processor weight (thousands of pounds),U.S. Total,0.0
1997,Erie,Bowfin,0.0,ONT: Data is Processor weight (thousands of pounds),Canada (ONT),0.0
1998,Erie,Bowfin,33.0,,Michigan (MI),0.0
1998,Erie,Bowfin,33.0,,New York (NY),0.0
1998,Erie,Bowfin,33.0,,Ohio (OH),0.0
1998,Erie,Bowfin,33.0,,Pennsylvania (PA),0.0
1998,Erie,Bowfin,33.0,,U.S. Total,0.0
1998,Erie,Bowfin,33.0,,Canada (ONT),33.0
1999,Erie,Bowfin,43.0,,Michigan (MI),0.0
1999,Erie,Bowfin,43.0,,New York (NY),0.0
1999,Erie,Bowfin,43.0,,Ohio (OH),0.0
1999,Erie,Bowfin,43.0,,Pennsylvania (PA),0.0
1999,Erie,Bowfin,43.0,,U.S. Total,0.0
1999,Erie,Bowfin,43.0,,Canada (ONT),43.0
2000,Erie,Bowfin,,,Michigan (MI),
2000,Erie,Bowfin,,,New York (NY),
2000,Erie,Bowfin,,,Ohio (OH),
2000,Erie,Bowfin,,,Pennsylvania (PA),
2000,Erie,Bowfin,,,U.S. Total,
2000,Erie,Bowfin,,,Canada (ONT),
2001,Erie,Bowfin,,,Michigan (MI),
2001,Erie,Bowfin,,,New York (NY),
2001,Erie,Bowfin,,,Ohio (OH),
2001,Erie,Bowfin,,,Pennsylvania (PA),
2001,Erie,Bowfin,,,U.S. Total,
2001,Erie,Bowfin,,,Canada (ONT),
2002,Erie,Bowfin,,,Michigan (MI),
2002,Erie,Bowfin,,,New York (NY),
2002,Erie,Bowfin,,,Ohio (OH),
2002,Erie,Bowfin,,,Pennsylvania (PA),
2002,Erie,Bowfin,,,U.S. Total,
2002,Erie,Bowfin,,,Canada (ONT),
2003,Erie,Bowfin,,,Michigan (MI),
2003,Erie,Bowfin,,,New York (NY),
2003,Erie,Bowfin,,,Ohio (OH),
2003,Erie,Bowfin,,,Pennsylvania (PA),
2003,Erie,Bowfin,,,U.S. Total,
2003,Erie,Bowfin,,,Canada (ONT),
2004,Erie,Bowfin,,,Michigan (MI),
2004,Erie,Bowfin,,,New York (NY),
2004,Erie,Bowfin,,,Ohio (OH),
2004,Erie,Bowfin,,,Pennsylvania (PA),
2004,Erie,Bowfin,,,U.S. Total,
2004,Erie,Bowfin,,,Canada (ONT),
2005,Erie,Bowfin,,,Michigan (MI),
2005,Erie,Bowfin,,,New York (NY),
2005,Erie,Bowfin,,,Ohio (OH),
2005,Erie,Bowfin,,,Pennsylvania (PA),
2005,Erie,Bowfin,,,U.S. Total,
2005,Erie,Bowfin,,,Canada (ONT),
2006,Erie,Bowfin,,,Michigan (MI),
2006,Erie,Bowfin,,,New York (NY),
2006,Erie,Bowfin,,,Ohio (OH),
2006,Erie,Bowfin,,,Pennsylvania (PA),
2006,Erie,Bowfin,,,U.S. Total,
2006,Erie,Bowfin,,,Canada (ONT),
2007,Erie,Bowfin,,,Michigan (MI),
2007,Erie,Bowfin,,,New York (NY),
2007,Erie,Bowfin,,,Ohio (OH),
2007,Erie,Bowfin,,,Pennsylvania (PA),
2007,Erie,Bowfin,,,U.S. Total,
2007,Erie,Bowfin,,,Canada (ONT),
2008,Erie,Bowfin,,,Michigan (MI),
2008,Erie,Bowfin,,,New York (NY),
2008,Erie,Bowfin,,,Ohio (OH),
2008,Erie,Bowfin,,,Pennsylvania (PA),
2008,Erie,Bowfin,,,U.S. Total,
2008,Erie,Bowfin,,,Canada (ONT),
2009,Erie,Bowfin,,,Michigan (MI),
2009,Erie,Bowfin,,,New York (NY),
2009,Erie,Bowfin,,,Ohio (OH),
2009,Erie,Bowfin,,,Pennsylvania (PA),
2009,Erie,Bowfin,,,U.S. Total,
2009,Erie,Bowfin,,,Canada (ONT),
2010,Erie,Bowfin,0.0,,Michigan (MI),
2010,Erie,Bowfin,0.0,,New York (NY),
2010,Erie,Bowfin,0.0,,Ohio (OH),
2010,Erie,Bowfin,0.0,,Pennsylvania (PA),
2010,Erie,Bowfin,0.0,,U.S. Total,
2010,Erie,Bowfin,0.0,,Canada (ONT),0.0
2011,Erie,Bowfin,0.0,,Michigan (MI),
2011,Erie,Bowfin,0.0,,New York (NY),
2011,Erie,Bowfin,0.0,,Ohio (OH),
2011,Erie,Bowfin,0.0,,Pennsylvania (PA),
2011,Erie,Bowfin,0.0,,U.S. Total,
2011,Erie,Bowfin,0.0,,Canada (ONT),0.0
2012,Erie,Bowfin,19.0,,Michigan (MI),2.0
2012,Erie,Bowfin,19.0,,New York (NY),
2012,Erie,Bowfin,19.0,,Ohio (OH),
2012,Erie,Bowfin,19.0,,Pennsylvania (PA),
2012,Erie,Bowfin,19.0,,U.S. Total,2.0
2012,Erie,Bowfin,19.0,,Canada (ONT),17.0
2013,Erie,Bowfin,,,Michigan (MI),
2013,Erie,Bowfin,,,New York (NY),
2013,Erie,Bowfin,,,Ohio (OH),
2013,Erie,Bowfin,,,Pennsylvania (PA),
2013,Erie,Bowfin,,,U.S. Total,
2013,Erie,Bowfin,,,Canada (ONT),
2014,Erie,Bowfin,0.0,,Michigan (MI),0.0
2014,Erie,Bowfin,0.0,,New York (NY),
2014,Erie,Bowfin,0.0,,Ohio (OH),
2014,Erie,Bowfin,0.0,,Pennsylvania (PA),
2014,Erie,Bowfin,0.0,,U.S. Total,0.0
2014,Erie,Bowfin,0.0,,Canada (ONT),
2015,Erie,Bowfin,0.0,,Michigan (MI),0.0
2015,Erie,Bowfin,0.0,,New York (NY),
2015,Erie,Bowfin,0.0,,Ohio (OH),
2015,Erie,Bowfin,0.0,,Pennsylvania (PA),
2015,Erie,Bowfin,0.0,,U.S. Total,0.0
2015,Erie,Bowfin,0.0,,Canada (ONT),
1978,Erie,Buffalo,57.0,,Michigan (MI),21.0
1978,Erie,Buffalo,57.0,,New York (NY),0.0
1978,Erie,Buffalo,57.0,,Ohio (OH),36.0
1978,Erie,Buffalo,57.0,,Pennsylvania (PA),0.0
1978,Erie,Buffalo,57.0,,U.S. Total,57.0
1978,Erie,Buffalo,57.0,,Canada (ONT),0.0
1979,Erie,Buffalo,52.0,,Michigan (MI),19.0
1979,Erie,Buffalo,52.0,,New York (NY),0.0
1979,Erie,Buffalo,52.0,,Ohio (OH),33.0
1979,Erie,Buffalo,52.0,,Pennsylvania (PA),0.0
1979,Erie,Buffalo,52.0,,U.S. Total,52.0
1979,Erie,Buffalo,52.0,,Canada (ONT),0.0
1980,Erie,Buffalo,65.0,,Michigan (MI),36.0
1980,Erie,Buffalo,65.0,,New York (NY),0.0
1980,Erie,Buffalo,65.0,,Ohio (OH),29.0
1980,Erie,Buffalo,65.0,,Pennsylvania (PA),0.0
1980,Erie,Buffalo,65.0,,U.S. Total,65.0
1980,Erie,Buffalo,65.0,,Canada (ONT),0.0
1981,Erie,Buffalo,62.0,,Michigan (MI),30.0
1981,Erie,Buffalo,62.0,,New York (NY),0.0
1981,Erie,Buffalo,62.0,,Ohio (OH),32.0
1981,Erie,Buffalo,62.0,,Pennsylvania (PA),0.0
1981,Erie,Buffalo,62.0,,U.S. Total,62.0
1981,Erie,Buffalo,62.0,,Canada (ONT),0.0
1982,Erie,Buffalo,58.0,,Michigan (MI),22.0
1982,Erie,Buffalo,58.0,,New York (NY),0.0
1982,Erie,Buffalo,58.0,,Ohio (OH),36.0
1982,Erie,Buffalo,58.0,,Pennsylvania (PA),0.0
1982,Erie,Buffalo,58.0,,U.S. Total,58.0
1982,Erie,Buffalo,58.0,,Canada (ONT),0.0
1983,Erie,Buffalo,52.0,,Michigan (MI),8.0
1983,Erie,Buffalo,52.0,,New York (NY),0.0
1983,Erie,Buffalo,52.0,,Ohio (OH),44.0
1983,Erie,Buffalo,52.0,,Pennsylvania (PA),0.0
1983,Erie,Buffalo,52.0,,U.S. Total,52.0
1983,Erie,Buffalo,52.0,,Canada (ONT),0.0
1984,Erie,Buffalo,60.0,,Michigan (MI),1.0
1984,Erie,Buffalo,60.0,,New York (NY),0.0
1984,Erie,Buffalo,60.0,,Ohio (OH),59.0
1984,Erie,Buffalo,60.0,,Pennsylvania (PA),0.0
1984,Erie,Buffalo,60.0,,U.S. Total,60.0
1984,Erie,Buffalo,60.0,,Canada (ONT),0.0
1985,Erie,Buffalo,79.0,,Michigan (MI),1.0
1985,Erie,Buffalo,79.0,,New York (NY),0.0
1985,Erie,Buffalo,79.0,,Ohio (OH),78.0
1985,Erie,Buffalo,79.0,,Pennsylvania (PA),0.0
1985,Erie,Buffalo,79.0,,U.S. Total,79.0
1985,Erie,Buffalo,79.0,,Canada (ONT),0.0
1986,Erie,Buffalo,68.0,,Michigan (MI),15.0
1986,Erie,Buffalo,68.0,,New York (NY),0.0
1986,Erie,Buffalo,68.0,,Ohio (OH),53.0
1986,Erie,Buffalo,68.0,,Pennsylvania (PA),0.0
1986,Erie,Buffalo,68.0,,U.S. Total,68.0
1986,Erie,Buffalo,68.0,,Canada (ONT),0.0
1987,Erie,Buffalo,68.0,,Michigan (MI),18.0
1987,Erie,Buffalo,68.0,,New York (NY),0.0
1987,Erie,Buffalo,68.0,,Ohio (OH),50.0
1987,Erie,Buffalo,68.0,,Pennsylvania (PA),0.0
1987,Erie,Buffalo,68.0,,U.S. Total,68.0
1987,Erie,Buffalo,68.0,,Canada (ONT),0.0
1988,Erie,Buffalo,54.0,,Michigan (MI),9.0
1988,Erie,Buffalo,54.0,,New York (NY),0.0
1988,Erie,Buffalo,54.0,,Ohio (OH),45.0
1988,Erie,Buffalo,54.0,,Pennsylvania (PA),0.0
1988,Erie,Buffalo,54.0,,U.S. Total,54.0
1988,Erie,Buffalo,54.0,,Canada (ONT),0.0
1989,Erie,Buffalo,93.0,,Michigan (MI),20.0
1989,Erie,Buffalo,93.0,,New York (NY),0.0
1989,Erie,Buffalo,93.0,,Ohio (OH),73.0
1989,Erie,Buffalo,93.0,,Pennsylvania (PA),0.0
1989,Erie,Buffalo,93.0,,U.S. Total,93.0
1989,Erie,Buffalo,93.0,,Canada (ONT),0.0
1990,Erie,Buffalo,172.0,,Michigan (MI),40.0
1990,Erie,Buffalo,172.0,,New York (NY),0.0
1990,Erie,Buffalo,172.0,,Ohio (OH),132.0
1990,Erie,Buffalo,172.0,,Pennsylvania (PA),0.0
1990,Erie,Buffalo,172.0,,U.S. Total,172.0
1990,Erie,Buffalo,172.0,,Canada (ONT),0.0
1991,Erie,Buffalo,203.0,,Michigan (MI),0.0
1991,Erie,Buffalo,203.0,,New York (NY),0.0
1991,Erie,Buffalo,203.0,,Ohio (OH),203.0
1991,Erie,Buffalo,203.0,,Pennsylvania (PA),0.0
1991,Erie,Buffalo,203.0,,U.S. Total,203.0
1991,Erie,Buffalo,203.0,,Canada (ONT),0.0
1992,Erie,Buffalo,397.0,,Michigan (MI),0.0
1992,Erie,Buffalo,397.0,,New York (NY),0.0
1992,Erie,Buffalo,397.0,,Ohio (OH),397.0
1992,Erie,Buffalo,397.0,,Pennsylvania (PA),0.0
1992,Erie,Buffalo,397.0,,U.S. Total,397.0
1992,Erie,Buffalo,397.0,,Canada (ONT),0.0
1993,Erie,Buffalo,345.0,,Michigan (MI),0.0
1993,Erie,Buffalo,345.0,,New York (NY),0.0
1993,Erie,Buffalo,345.0,,Ohio (OH),320.0
1993,Erie,Buffalo,345.0,,Pennsylvania (PA),0.0
1993,Erie,Buffalo,345.0,,U.S. Total,320.0
1993,Erie,Buffalo,345.0,,Canada (ONT),25.0
1994,Erie,Buffalo,295.0,,Michigan (MI),0.0
1994,Erie,Buffalo,295.0,,New York (NY),0.0
1994,Erie,Buffalo,295.0,,Ohio (OH),295.0
1994,Erie,Buffalo,295.0,,Pennsylvania (PA),0.0
1994,Erie,Buffalo,295.0,,U.S. Total,295.0
1994,Erie,Buffalo,295.0,,Canada (ONT),0.0
1995,Erie,Buffalo,270.0,,Michigan (MI),0.0
1995,Erie,Buffalo,270.0,,New York (NY),0.0
1995,Erie,Buffalo,270.0,,Ohio (OH),270.0
1995,Erie,Buffalo,270.0,,Pennsylvania (PA),0.0
1995,Erie,Buffalo,270.0,,U.S. Total,270.0
1995,Erie,Buffalo,270.0,,Canada (ONT),0.0
1996,Erie,Buffalo,368.0,,Michigan (MI),0.0
1996,Erie,Buffalo,368.0,,New York (NY),7.0
1996,Erie,Buffalo,368.0,,Ohio (OH),330.0
1996,Erie,Buffalo,368.0,,Pennsylvania (PA),0.0
1996,Erie,Buffalo,368.0,,U.S. Total,337.0
1996,Erie,Buffalo,368.0,,Canada (ONT),31.0
1997,Erie,Buffalo,445.0,ONT: Data is Processor weight (thousands of pounds),Michigan (MI),92.0
1997,Erie,Buffalo,445.0,ONT: Data is Processor weight (thousands of pounds),New York (NY),0.0
1997,Erie,Buffalo,445.0,ONT: Data is Processor weight (thousands of pounds),Ohio (OH),322.0
1997,Erie,Buffalo,445.0,ONT: Data is Processor weight (thousands of pounds),Pennsylvania (PA),0.0
1997,Erie,Buffalo,445.0,ONT: Data is Processor weight (thousands of pounds),U.S. Total,414.0
1997,Erie,Buffalo,445.0,ONT: Data is Processor weight (thousands of pounds),Canada (ONT),31.0
1998,Erie,Buffalo,350.0,,Michigan (MI),16.0
1998,Erie,Buffalo,350.0,,New York (NY),0.0
1998,Erie,Buffalo,350.0,,Ohio (OH),296.0
1998,Erie,Buffalo,350.0,,Pennsylvania (PA),0.0
1998,Erie,Buffalo,350.0,,U.S. Total,312.0
1998,Erie,Buffalo,350.0,,Canada (ONT),38.0
1999,Erie,Buffalo,325.0,,Michigan (MI),26.0
1999,Erie,Buffalo,325.0,,New York (NY),0.0
1999,Erie,Buffalo,325.0,,Ohio (OH),258.0
1999,Erie,Buffalo,325.0,,Pennsylvania (PA),0.0
1999,Erie,Buffalo,325.0,,U.S. Total,284.0
1999,Erie,Buffalo,325.0,,Canada (ONT),41.0
2000,Erie,Buffalo,217.0,Canadian data is processor weight,Michigan (MI),28.0
2000,Erie,Buffalo,217.0,Canadian data is processor weight,New York (NY),
2000,Erie,Buffalo,217.0,Canadian data is processor weight,Ohio (OH),162.0
2000,Erie,Buffalo,217.0,Canadian data is processor weight,Pennsylvania (PA),
2000,Erie,Buffalo,217.0,Canadian data is processor weight,U.S. Total,190.0
2000,Erie,Buffalo,217.0,Canadian data is processor weight,Canada (ONT),27.0
