Entity,Code,Year,"Female lung cancer deaths (per 100,000) (WHO (IARC) (2016))","Male lung cancer deaths per 100,000 (WHO (IARC) (2016))"
Finland,FIN,1977,5.38,66.17
Finland,FIN,1978,5.28,65.94
Finland,FIN,1979,5.27,67.23
Finland,FIN,1980,6.18,64.89
Finland,FIN,1981,5.78,65.29
Finland,FIN,1982,5.7,58.56
Finland,FIN,1983,5.42,61.49
Finland,FIN,1984,6.18,58.15
Finland,FIN,1985,6.8,58.08
Finland,FIN,1986,6.25,53.13
Finland,FIN,1987,6.58,53.53
Finland,FIN,1988,6.31,50.84
Finland,FIN,1989,6.48,47.61
Finland,FIN,1990,6.81,48.56
Finland,FIN,1991,6.86,44.45
Finland,FIN,1992,7.38,47.25
Finland,FIN,1993,6.61,44.38
Finland,FIN,1994,6.85,41.07
Finland,FIN,1995,7.02,41.3
Finland,FIN,1996,7.05,39.4
Finland,FIN,1997,7.19,37.67
Finland,FIN,1998,8.08,37.42
Finland,FIN,1999,6.94,34.49
Finland,FIN,2000,7.6,33.48
Finland,FIN,2001,8.1,32.83
Finland,FIN,2002,8.07,31.41
France,FRA,1950,3.09,10.66
France,FRA,1952,3.32,13.53
France,FRA,1953,3.27,14.37
France,FRA,1954,3.35,15.97
France,FRA,1955,3.35,16.39
France,FRA,1956,3.32,17.27
France,FRA,1957,3.51,19.44
France,FRA,1958,3.34,19.42
France,FRA,1959,3.41,20.71
France,FRA,1960,3.37,21.84
France,FRA,1961,3.42,23.16
France,FRA,1962,3.53,24
France,FRA,1963,3.81,25.74
France,FRA,1964,3.7,26.42
France,FRA,1965,3.67,27.64
France,FRA,1966,3.79,29.03
France,FRA,1967,3.93,29.53
France,FRA,1968,3.54,30.14
France,FRA,1969,3.46,31.15
France,FRA,1970,3.34,30.96
France,FRA,1971,3.46,32.46
France,FRA,1972,3.49,34.16
France,FRA,1973,3.5,34.66
France,FRA,1974,3.58,36.03
France,FRA,1975,3.57,37.1
France,FRA,1976,3.6,39.3
France,FRA,1977,3.62,39.95
France,FRA,1978,3.79,41.95
France,FRA,1979,3.68,42.27
France,FRA,1980,3.82,43.36
France,FRA,1981,4.04,44.26
France,FRA,1982,4.06,44.21
France,FRA,1983,4.26,44.1
France,FRA,1984,4.13,44.97
France,FRA,1985,4.36,45.79
France,FRA,1986,4.48,46.65
France,FRA,1987,4.99,47.43
France,FRA,1988,5.04,47.98
France,FRA,1989,5.18,48.06
France,FRA,1990,5.15,47.57
France,FRA,1991,5.38,48.38
France,FRA,1992,5.4,48.23
France,FRA,1993,5.66,47.87
France,FRA,1994,5.85,46.49
France,FRA,1995,6.26,46.83
France,FRA,1996,6.46,46.52
France,FRA,1997,6.44,46.02
France,FRA,1998,7.13,46.43
France,FRA,1999,7.44,45.64
France,FRA,2000,7.25,44.61
France,FRA,2001,7.54,43.97
France,FRA,2002,8.22,43.64
French Polynesia,PYF,2002,0.9,16
Gabon,GAB,2002,1.7,9.5
Gambia,GMB,2002,0.6,4.9
Georgia,GEO,2002,6.1,31.6
Germany,DEU,1973,4.7,46.91
Germany,DEU,1974,4.87,47.41
Germany,DEU,1975,5.01,48.31
Germany,DEU,1976,5.16,48.66
Germany,DEU,1977,5.1,49.08
Germany,DEU,1978,5.31,49.96
Germany,DEU,1980,5.57,49.66
Germany,DEU,1981,5.81,49.61
Germany,DEU,1982,6.03,49.67
Germany,DEU,1983,6.4,50.06
Germany,DEU,1984,6.47,49.59
Germany,DEU,1985,6.46,50.04
Germany,DEU,1986,6.88,49.02
Germany,DEU,1987,7.23,48.81
Germany,DEU,1988,7.25,49.24
Germany,DEU,1989,7.62,48.72
Germany,DEU,1990,7.86,48.35
Germany,DEU,1991,8.35,48.44
Germany,DEU,1992,8.46,47.86
Germany,DEU,1993,8.85,47.9
Germany,DEU,1994,9.16,46.33
Germany,DEU,1995,9.19,46.61
Germany,DEU,1996,9.36,44.85
Germany,DEU,1997,9.81,44
Germany,DEU,1998,10.14,43.21
Germany,DEU,1999,10.2,41.65
Germany,DEU,2000,10.72,42.07
Germany,DEU,2001,10.78,40.15
Germany,DEU,2002,11.13,39.52
Ghana,GHA,2002,0.6,2.4
Greece,GRC,1961,4.74,24.32
Greece,GRC,1962,4.6,28.58
Greece,GRC,1963,5.93,28.73
Greece,GRC,1964,5.06,29.83
Greece,GRC,1965,6.38,31.68
Greece,GRC,1966,6.1,30.86
Greece,GRC,1967,6.08,32.57
Greece,GRC,1968,5.48,32.02
Greece,GRC,1969,5.91,32.21
Greece,GRC,1970,6.04,31.19
Greece,GRC,1971,5,31.84
Greece,GRC,1972,5.82,33.34
Greece,GRC,1973,6.15,38.56
Greece,GRC,1974,6.07,40.57
Greece,GRC,1975,6.73,38.98
Greece,GRC,1976,6.08,42.2
Greece,GRC,1977,7.01,43
Greece,GRC,1978,6.89,44.71
Greece,GRC,1979,6.85,45.37
Greece,GRC,1980,6.04,43.11
Greece,GRC,1981,6.02,44.73
Greece,GRC,1982,6.4,45.99
Greece,GRC,1983,6.23,47.35
Greece,GRC,1984,6.33,47.44
Greece,GRC,1985,7.16,49.5
Greece,GRC,1986,6.48,48.81
Greece,GRC,1987,6.29,48.38
Greece,GRC,1988,6.99,48.46
Greece,GRC,1989,6.68,50.31
Greece,GRC,1990,7.34,49.38
Greece,GRC,1991,7.1,49.97
Greece,GRC,1992,6.97,49.1
Greece,GRC,1993,6.75,50.62
Greece,GRC,1994,6.98,50.75
Greece,GRC,1995,7.18,49.69
Greece,GRC,1996,7.1,49.93
Greece,GRC,1997,6.93,49.21
Greece,GRC,1998,7.28,48.41
Greece,GRC,1999,6.73,48.9
Greece,GRC,2000,7.4,48.76
Greece,GRC,2001,7.1,48.37
Greece,GRC,2002,7.27,46.22
Guam,GUM,2002,14.2,40.5
Guatemala,GTM,1963,1.14,1.53
Guatemala,GTM,1964,1.13,2.69
Guatemala,GTM,1965,1.63,2.34
Guatemala,GTM,1966,0.95,1.71
Guatemala,GTM,1967,1.29,1.68
Guatemala,GTM,1968,1.51,2.52
Guatemala,GTM,1969,0.6,2.76
Guatemala,GTM,1970,0.67,1.24
Guatemala,GTM,1971,1.52,1.53
Guatemala,GTM,1974,1.6,2.66
Guatemala,GTM,1975,1.88,2.28
Guatemala,GTM,1976,1.6,2.42
Guatemala,GTM,1977,1.34,2.11
Guatemala,GTM,1978,1.45,1.76
Guatemala,GTM,1980,1.16,2.53
Guatemala,GTM,1981,1.03,2.3
Guatemala,GTM,1984,2.09,0.84
Guatemala,GTM,1986,2.15,2.68
Guatemala,GTM,1987,2.73,3.06
Guatemala,GTM,1988,2.17,2.87
Guatemala,GTM,1989,2.73,3.47
Guatemala,GTM,1990,2.42,3.81
Guatemala,GTM,1991,2.27,4.16
Guatemala,GTM,1992,2.62,3.43
Guatemala,GTM,1993,3.09,2.98
Guatemala,GTM,1994,3.8,4.84
Guatemala,GTM,1995,3.69,4.04
Guatemala,GTM,1996,2.48,3.28
Guatemala,GTM,1997,3.68,6.33
Guatemala,GTM,1998,3.21,5.06
Guatemala,GTM,1999,4.14,5.76
Guatemala,GTM,2000,3.66,6.18
Guatemala,GTM,2001,4.09,5.72
Guatemala,GTM,2002,4.04,5.7
Guatemala,GTM,1979,,0.49
Guinea,GIN,2002,1.5,7.5
Guinea-Bissau,GNB,2002,0.6,2.4
Guyana,GUY,2002,4.8,7.2
Haiti,HTI,2002,0.4,10.1
Honduras,HND,2002,5.9,14.7
Hong Kong,HKG,1960,11.76,18.92
Hong Kong,HKG,1961,10.36,22.25
Hong Kong,HKG,1962,11.63,22.9
Hong Kong,HKG,1963,12.93,25.48
Hong Kong,HKG,1964,13.87,28.51
Hong Kong,HKG,1965,15.47,30.85
Hong Kong,HKG,1966,17.16,31.16
Hong Kong,HKG,1967,18.04,32.82
Hong Kong,HKG,1968,17.3,33.82
Hong Kong,HKG,1969,19.44,40.35
Hong Kong,HKG,1970,18.81,37.85
Hong Kong,HKG,1971,20.98,40.12
Hong Kong,HKG,1972,19.73,41.79
Hong Kong,HKG,1973,20.93,43.87
Hong Kong,HKG,1974,20.06,44.07
Hong Kong,HKG,1975,22.59,46.51
Hong Kong,HKG,1976,24.75,48.53
Hong Kong,HKG,1977,23.52,53.35
Hong Kong,HKG,1978,23.92,54.54
Hong Kong,HKG,1979,23.94,54.87
Hong Kong,HKG,1980,22.19,60.4
Hong Kong,HKG,1981,22.84,53.45
Hong Kong,HKG,1982,25.09,53.86
Hong Kong,HKG,1983,21.46,55.48
Hong Kong,HKG,1984,23.94,54.56
Hong Kong,HKG,1985,24.03,54.46
Hong Kong,HKG,1986,25.22,57.17
Hong Kong,HKG,1987,24.71,57.4
Hong Kong,HKG,1988,23.57,51.48
Hong Kong,HKG,1989,22.96,56.83
Hong Kong,HKG,1990,23.3,58.06
Hong Kong,HKG,1991,22.97,54.62
Hong Kong,HKG,1992,24.45,55.31
Hong Kong,HKG,1993,23.6,55.48
Hong Kong,HKG,1994,21.04,53.96
Hong Kong,HKG,1995,19.87,51.54
Hong Kong,HKG,1996,19.21,49.24
Hong Kong,HKG,1997,18.68,48.8
Hong Kong,HKG,1998,19.56,49.11
Hong Kong,HKG,1999,18.78,49.37
Hong Kong,HKG,2000,18.52,51.14
Hong Kong,HKG,2001,18.64,46.98
Hong Kong,HKG,2002,18.18,46.38
Hungary,HUN,1955,5.31,21.09
Hungary,HUN,1956,5.31,22.64
Hungary,HUN,1957,5.7,23.5
Hungary,HUN,1958,6.14,23.99
Hungary,HUN,1959,6.23,27.88
Hungary,HUN,1960,6.32,27.34
Hungary,HUN,1961,6.68,30.22
Hungary,HUN,1962,7.22,30.01
Hungary,HUN,1963,7.21,32.23
Hungary,HUN,1964,7.57,32.68
Hungary,HUN,1965,7.23,36.12
Hungary,HUN,1966,7.57,37.58
Hungary,HUN,1967,6.99,39.15
Hungary,HUN,1968,7.63,40.03
Hungary,HUN,1969,7.01,40.86
Hungary,HUN,1970,7.63,40.14
Hungary,HUN,1971,7.85,43.08
Hungary,HUN,1972,7.69,42.35
Hungary,HUN,1973,8.68,43.44
Hungary,HUN,1974,8.67,47.65
Hungary,HUN,1975,8.03,47.25
Hungary,HUN,1976,8.96,49.03
Hungary,HUN,1977,8.47,50.51
Hungary,HUN,1978,9.61,54.69
Hungary,HUN,1979,9.29,56.45
Hungary,HUN,1980,10.26,57.1
Hungary,HUN,1981,9.89,60.91
Hungary,HUN,1982,10.94,63.43
Hungary,HUN,1983,11.41,64.69
Hungary,HUN,1984,11.34,67.33
Hungary,HUN,1985,11.62,67.25
Hungary,HUN,1986,12.43,73.45
Hungary,HUN,1987,13.69,75.63
Hungary,HUN,1988,13.84,73.66
Hungary,HUN,1989,14.6,74.87
Hungary,HUN,1990,15.57,78.95
Hungary,HUN,1991,15.92,80.22
Hungary,HUN,1992,16.82,83.14
Hungary,HUN,1993,18.05,83.6
Hungary,HUN,1994,17.42,84.53
Hungary,HUN,1995,18.77,82.91
Hungary,HUN,1996,20.31,84.75
Hungary,HUN,1997,19.72,84.08
Hungary,HUN,1998,20.08,84.93
Hungary,HUN,1999,20.91,82.96
Hungary,HUN,2000,21.38,81.35
Hungary,HUN,2001,21.67,80.22
Hungary,HUN,2002,22.69,78.66
Iceland,ISL,1951,1.01,6.18
Iceland,ISL,1952,3.74,
Iceland,ISL,1953,2.43,8.49
Iceland,ISL,1954,7.42,6.81
Iceland,ISL,1956,3.09,9.52
Iceland,ISL,1957,6.75,8.63
Iceland,ISL,1958,2.1,7.08
Iceland,ISL,1959,6.56,12.9
Iceland,ISL,1960,13.42,9.58
Iceland,ISL,1961,3,9.1
Iceland,ISL,1962,2.55,13.35
Iceland,ISL,1963,2.88,11.06
Iceland,ISL,1964,10.39,14.52
Iceland,ISL,1965,5.67,10.65
Iceland,ISL,1966,8.89,11.54
Iceland,ISL,1967,8.84,21.18
Iceland,ISL,1968,7.3,16.08
Iceland,ISL,1969,10.84,11.73
Iceland,ISL,1970,5.17,17.18
Iceland,ISL,1971,11.23,10
Iceland,ISL,1972,12.05,19.06
Iceland,ISL,1973,9.12,14.06
Iceland,ISL,1974,9.68,14.17
Iceland,ISL,1975,11.8,19.49
Iceland,ISL,1976,9.52,16.02
Iceland,ISL,1977,14.12,23.55
Iceland,ISL,1978,11.32,20.85
Iceland,ISL,1979,16.67,25.69
Iceland,ISL,1980,21,15.29
Iceland,ISL,1981,22.65,33.64
Iceland,ISL,1982,26,29.96
Iceland,ISL,1983,20.16,27.48
Iceland,ISL,1984,17.32,20.53
Iceland,ISL,1985,17.7,32.01
Iceland,ISL,1986,20.84,24.41
Iceland,ISL,1987,20.59,27.62
